"ID","Area","ZCTA5CE00","CLASSFP00","MTFCC00","FUNCSTAT00"
531,2.821585,"22046","B5","G6350","S"
532,0.574629,"22027","B5","G6350","S"
533,4.693331,"22043","B5","G6350","S"
534,24.790300,"22039","B5","G6350","S"
535,8.379775,"22153","B5","G6350","S"
536,2.159086,"22303","B5","G6350","S"
537,8.497626,"20191","B5","G6350","S"
538,5.741949,"220HH","B5","G6350","S"
539,15.709626,"20151","B5","G6350","S"
540,7.512794,"22032","B5","G6350","S"
541,4.547898,"20190","B5","G6350","S"
542,12.908518,"22003","B5","G6350","S"
543,2.104373,"223HH","B5","G6350","S"
544,6.139526,"22042","B5","G6350","S"
545,8.976023,"22033","B5","G6350","S"
546,7.540303,"22309","B5","G6350","S"
547,4.506437,"22308","B5","G6350","S"
548,2.286372,"22044","B5","G6350","S"
549,9.175144,"22124","B5","G6350","S"
550,3.021637,"22307","B5","G6350","S"
551,8.727505,"20170","B5","G6350","S"
552,3.230183,"20194","B5","G6350","S"
553,6.856726,"22310","B5","G6350","S"
554,5.931795,"22181","B5","G6350","S"
555,5.256871,"22151","B5","G6350","S"
556,8.657463,"22150","B5","G6350","S"
557,4.476880,"22946","B5","G6350","S"
558,38.863419,"22969","B5","G6350","S"
559,0.276420,"22924","B5","G6350","S"
560,161.307129,"24590","B5","G6350","S"
561,105.779045,"22932","B5","G6350","S"
562,54.738674,"22901","B5","G6350","S"
563,16.640371,"24562","B5","G6350","S"
564,68.523659,"22903","B5","G6350","S"
565,1.950107,"229HH","B5","G6350","S"
566,39.186749,"22937","B5","G6350","S"
567,54.701370,"22959","B5","G6350","S"
568,56.687077,"22920","B5","G6350","S"
569,34.631245,"22936","B5","G6350","S"
570,21.005529,"22935","B5","G6350","S"
571,43.061989,"22968","B5","G6350","S"
572,7.055363,"22943","B5","G6350","S"
573,65.013832,"22902","B5","G6350","S"
574,10.316680,"22931","B5","G6350","S"
575,47.225719,"22911","B5","G6350","S"
576,37.565502,"22938","B5","G6350","S"
577,33.886356,"22940","B5","G6350","S"
578,1.703571,"22211","B5","G6350","S"
579,3.532727,"22202","B5","G6350","S"
580,4.046186,"22204","B5","G6350","S"
581,6.514805,"22207","B5","G6350","S"
582,2.232746,"22201","B5","G6350","S"
583,2.727567,"22205","B5","G6350","S"
584,0.727016,"22209","B5","G6350","S"
585,0.532591,"22213","B5","G6350","S"
586,13.968032,"22101","B5","G6350","S"
587,1.593718,"22203","B5","G6350","S"
588,25.563484,"22436","B5","G6350","S"
589,46.779018,"22454","B5","G6350","S"
590,5.560933,"23115","B5","G6350","S"
591,54.943371,"23148","B5","G6350","S"
592,39.164661,"22437","B5","G6350","S"
593,19.717905,"22476","B5","G6350","S"
594,98.495667,"22560","B5","G6350","S"
595,11.203270,"22504","B5","G6350","S"
596,11.619818,"22509","B5","G6350","S"
597,105.902969,"24134","B5","G6350","S"
598,21.241455,"24150","B5","G6350","S"
599,43.408005,"24136","B5","G6350","S"
600,3.482049,"24167","B5","G6350","S"
601,3.959762,"24086","B5","G6350","S"
602,10.481480,"24094","B5","G6350","S"
603,3.430971,"24147","B5","G6350","S"
604,7.769983,"24093","B5","G6350","S"
605,52.369148,"23027","B5","G6350","S"
606,79.475517,"23038","B5","G6350","S"
607,118.044312,"22602","B5","G6350","S"
608,34.809387,"22655","B5","G6350","S"
609,7.827900,"22656","B5","G6350","S"
610,4.011583,"226HH","B5","G6350","S"
611,97.857208,"22603","B5","G6350","S"
612,43.629848,"22625","B5","G6350","S"
613,26.547234,"22663","B5","G6350","S"
614,35.602325,"22645","B5","G6350","S"
615,50.714836,"22654","B5","G6350","S"
616,20.290102,"22624","B5","G6350","S"
617,9.807915,"22601","B5","G6350","S"
618,41.154232,"22637","B5","G6350","S"
619,16.634630,"22939","B5","G6350","S"
620,31.712458,"24430","B5","G6350","S"
621,42.952950,"20117","B5","G6350","S"
622,17.595064,"20137","B5","G6350","S"
623,26.108191,"20184","B5","G6350","S"
624,24.490711,"22742","B5","G6350","S"
625,124.808426,"22630","B5","G6350","S"
626,0.622277,"20140","B5","G6350","S"
627,96.475990,"22554","B5","G6350","S"
628,83.312241,"24485","B5","G6350","S"
629,13.286976,"24431","B5","G6350","S"
630,64.954948,"24479","B5","G6350","S"
631,79.841957,"24421","B5","G6350","S"
632,23.948532,"24486","B5","G6350","S"
633,139.849838,"228XX","B5","G6350","S"
634,0.041463,"24463","B5","G6350","S"
635,49.181549,"22812","B5","G6350","S"
636,6.872201,"24475","B5","G6350","S"
637,97.924530,"24439","B5","G6350","S"
638,91.244240,"22980","B5","G6350","S"
639,12.307856,"24437","B5","G6350","S"
640,22.375120,"24440","B5","G6350","S"
641,46.618519,"24477","B5","G6350","S"
642,34.855820,"24432","B5","G6350","S"
643,30.359653,"22841","B5","G6350","S"
644,61.707970,"22843","B5","G6350","S"
645,30.122356,"22958","B5","G6350","S"
646,44.212093,"24441","B5","G6350","S"
647,19.944897,"24467","B5","G6350","S"
648,40.783310,"24459","B5","G6350","S"
649,48.989323,"22952","B5","G6350","S"
650,67.229378,"24472","B5","G6350","S"
651,14.823442,"24482","B5","G6350","S"
652,0.594534,"20139","B5","G6350","S"
653,2.261416,"22643","B5","G6350","S"
654,69.415268,"20187","B5","G6350","S"
655,0.983421,"20130","B5","G6350","S"
656,2.405446,"20138","B5","G6350","S"
657,57.285675,"20181","B5","G6350","S"
658,39.838230,"22728","B5","G6350","S"
659,49.009480,"22642","B5","G6350","S"
660,28.715662,"22639","B5","G6350","S"
661,38.629532,"22712","B5","G6350","S"
662,60.701664,"20198","B5","G6350","S"
663,99.246941,"20115","B5","G6350","S"
664,72.182495,"22406","B5","G6350","S"
665,16.846136,"22720","B5","G6350","S"
666,3.260398,"20118","B5","G6350","S"
667,39.140057,"20144","B5","G6350","S"
668,66.483284,"20119","B5","G6350","S"
669,148.671814,"24484","B5","G6350","S"
670,77.507950,"24487","B5","G6350","S"
671,0.897645,"24412","B5","G6350","S"
672,255.794571,"24460","B5","G6350","S"
673,47.906326,"23004","B5","G6350","S"
674,55.147625,"24599","B5","G6350","S"
675,134.848602,"23040","B5","G6350","S"
676,208.359665,"23936","B5","G6350","S"
677,41.812500,"23123","B5","G6350","S"
678,84.749870,"23921","B5","G6350","S"
679,35.843346,"23885","B5","G6350","S"
680,118.175835,"23872","B5","G6350","S"
681,36.314583,"23894","B5","G6350","S"
682,75.791695,"23841","B5","G6350","S"
683,50.559441,"23840","B5","G6350","S"
684,101.186897,"24445","B5","G6350","S"
685,0.059938,"24474","B5","G6350","S"
686,1.931601,"244HH","B5","G6350","S"
687,361.036346,"24426","B5","G6350","S"
688,0.593862,"24457","B5","G6350","S"
689,38.335999,"24593","B5","G6350","S"
690,0.936882,"23939","B5","G6350","S"
691,209.998001,"24522","B5","G6350","S"
692,91.726509,"24065","B5","G6350","S"
693,165.277283,"24151","B5","G6350","S"
694,40.052395,"24092","B5","G6350","S"
695,40.487610,"24184","B5","G6350","S"
696,16.362379,"24176","B5","G6350","S"
697,61.646854,"24067","B5","G6350","S"
698,20.592146,"23055","B5","G6350","S"
699,124.695961,"22963","B5","G6350","S"
700,22.179539,"23022","B5","G6350","S"
701,180.533310,"22485","B5","G6350","S"
702,4.072028,"22448","B5","G6350","S"
703,3.508157,"23221","B5","G6350","S"
704,1.462483,"23219","B5","G6350","S"
705,0.060515,"23298","B5","G6350","S"
706,4.908008,"23220","B5","G6350","S"
707,72.228363,"22842","B5","G6350","S"
708,39.071217,"22644","B5","G6350","S"
709,70.412605,"22652","B5","G6350","S"
710,85.986969,"22824","B5","G6350","S"
711,20.804667,"22847","B5","G6350","S"
712,0.232253,"22626","B5","G6350","S"
713,64.675781,"22657","B5","G6350","S"
714,9.333385,"22660","B5","G6350","S"
715,49.925663,"22664","B5","G6350","S"
716,3.912683,"22641","B5","G6350","S"
717,1.141752,"22845","B5","G6350","S"
718,24.214048,"22810","B5","G6350","S"
719,86.799179,"24301","B5","G6350","S"
720,3.656804,"24058","B5","G6350","S"
721,87.052803,"24084","B5","G6350","S"
722,11.764682,"24132","B5","G6350","S"
723,32.164112,"22534","B5","G6350","S"
724,212.828415,"22553","B5","G6350","S"
725,54.498028,"20135","B5","G6350","S"
726,3.189952,"22646","B5","G6350","S"
727,81.331970,"22611","B5","G6350","S"
728,45.275871,"22620","B5","G6350","S"
729,79.757545,"23009","B5","G6350","S"
730,27.031792,"23106","B5","G6350","S"
731,18.195881,"23079","B5","G6350","S"
732,9.738158,"23092","B5","G6350","S"
733,9.981735,"23071","B5","G6350","S"
734,8.413510,"23169","B5","G6350","S"
735,5.680735,"23176","B5","G6350","S"
736,13.805877,"23175","B5","G6350","S"
737,1.971875,"23070","B5","G6350","S"
738,15.273448,"23180","B5","G6350","S"
739,8.660258,"23043","B5","G6350","S"
740,0.335339,"23186","B5","G6350","S"
741,4.062621,"23230","B5","G6350","S"
742,4.552619,"23075","B5","G6350","S"
743,33.875263,"23150","B5","G6350","S"
744,11.791355,"23227","B5","G6350","S"
745,3.206977,"232HH","B5","G6350","S"
746,14.794913,"23060","B5","G6350","S"
747,11.502729,"23228","B5","G6350","S"
748,13.435163,"23229","B5","G6350","S"
749,17.376316,"23223","B5","G6350","S"
750,6.129595,"23226","B5","G6350","S"
751,8.222736,"23222","B5","G6350","S"
752,4.095059,"23294","B5","G6350","S"
753,79.422050,"23086","B5","G6350","S"
754,82.610893,"22815","B5","G6350","S"
755,35.070976,"22853","B5","G6350","S"
756,21.072836,"22840","B5","G6350","S"
757,12.592946,"22850","B5","G6350","S"
758,14.420326,"22832","B5","G6350","S"
759,61.867664,"22821","B5","G6350","S"
760,7.075146,"22846","B5","G6350","S"
761,49.687531,"22844","B5","G6350","S"
762,84.525917,"22802","B5","G6350","S"
763,31.541866,"22801","B5","G6350","S"
764,18.763275,"24471","B5","G6350","S"
765,23.595751,"22834","B5","G6350","S"
766,26.730350,"22811","B5","G6350","S"
767,40.687332,"22820","B5","G6350","S"
768,1.195483,"228HH","B5","G6350","S"
769,58.334087,"22830","B5","G6350","S"
770,0.075533,"244XX","B5","G6350","S"
771,61.445805,"22831","B5","G6350","S"
772,37.587196,"23438","B5","G6350","S"
773,11.252882,"23432","B5","G6350","S"
774,2.201930,"23433","B5","G6350","S"
775,209.708740,"23434","B5","G6350","S"
776,102.847252,"23437","B5","G6350","S"
777,39.810310,"23435","B5","G6350","S"
778,1.906782,"23436","B5","G6350","S"
779,5.190186,"23025","B5","G6350","S"
780,16.916586,"23035","B5","G6350","S"
781,1.743032,"23066","B5","G6350","S"
782,4.091653,"23045","B5","G6350","S"
783,0.552412,"23064","B5","G6350","S"
784,10.105300,"23138","B5","G6350","S"
785,20.433401,"23109","B5","G6350","S"
786,1.350704,"23163","B5","G6350","S"
787,5.404406,"23056","B5","G6350","S"
788,0.589431,"23125","B5","G6350","S"
789,1.372952,"23068","B5","G6350","S"
790,3.092587,"23021","B5","G6350","S"
791,2.408278,"23119","B5","G6350","S"
792,1.531103,"23130","B5","G6350","S"
793,3.190958,"23076","B5","G6350","S"
794,111.892532,"22473","B5","G6350","S"
795,26.432226,"22435","B5","G6350","S"
796,4.236683,"22432","B5","G6350","S"
797,18.054396,"22539","B5","G6350","S"
798,0.174709,"22579","B5","G6350","S"
799,13.963455,"22511","B5","G6350","S"
800,1.227989,"22722","B5","G6350","S"
801,60.895538,"227XX","B5","G6350","S"
802,1.773581,"22989","B5","G6350","S"
803,19.518667,"22743","B5","G6350","S"
804,2.525082,"22731","B5","G6350","S"
805,7.178580,"22719","B5","G6350","S"
806,8.445043,"22948","B5","G6350","S"
807,18.039125,"22715","B5","G6350","S"
808,94.642036,"22727","B5","G6350","S"
809,5.381124,"22730","B5","G6350","S"
810,11.509640,"22709","B5","G6350","S"
811,26.754526,"22738","B5","G6350","S"
812,5.904675,"22711","B5","G6350","S"
813,4.921663,"22732","B5","G6350","S"
814,3.796623,"22723","B5","G6350","S"
815,54.827702,"22405","B5","G6350","S"
816,5.351779,"23664","B5","G6350","S"
817,4.850022,"23661","B5","G6350","S"
818,3.674505,"23605","B5","G6350","S"
819,3.033730,"23663","B5","G6350","S"
820,0.731387,"23651","B5","G6350","S"
821,11.889294,"23669","B5","G6350","S"
822,20.745058,"23666","B5","G6350","S"
823,59.081848,"24361","B5","G6350","S"
824,53.924408,"24236","B5","G6350","S"
825,0.770285,"24327","B5","G6350","S"
826,65.418701,"24340","B5","G6350","S"
827,14.249741,"24270","B5","G6350","S"
828,79.904419,"24211","B5","G6350","S"
829,30.773285,"23879","B5","G6350","S"
830,34.617138,"23233","B5","G6350","S"
831,10.123823,"23153","B5","G6350","S"
832,6.055405,"23129","B5","G6350","S"
833,104.966446,"23063","B5","G6350","S"
834,16.084778,"23039","B5","G6350","S"
835,39.205620,"23103","B5","G6350","S"
836,22.281876,"229XX","B5","G6350","S"
837,73.140541,"22973","B5","G6350","S"
838,24.946106,"23126","B5","G6350","S"
839,41.671364,"23085","B5","G6350","S"
840,23.016296,"23032","B5","G6350","S"
841,10.027995,"23161","B5","G6350","S"
842,22.915169,"23091","B5","G6350","S"
843,35.833996,"23177","B5","G6350","S"
844,11.704625,"23023","B5","G6350","S"
845,13.870541,"23110","B5","G6350","S"
846,42.219151,"23156","B5","G6350","S"
847,13.747015,"23108","B5","G6350","S"
848,7.785511,"24316","B5","G6350","S"
849,40.836365,"24311","B5","G6350","S"
850,63.438469,"24375","B5","G6350","S"
851,73.648979,"24319","B5","G6350","S"
852,114.714020,"24354","B5","G6350","S"
853,153.201019,"24370","B5","G6350","S"
854,51.831882,"24277","B5","G6350","S"
855,51.916706,"24281","B5","G6350","S"
856,109.628105,"24263","B5","G6350","S"
857,1.505605,"24218","B5","G6350","S"
858,55.409931,"24248","B5","G6350","S"
859,171.632217,"24244","B5","G6350","S"
860,54.620205,"24221","B5","G6350","S"
861,28.450182,"24243","B5","G6350","S"
862,34.420570,"24265","B5","G6350","S"
863,38.666744,"24578","B5","G6350","S"
864,33.257172,"24579","B5","G6350","S"
865,61.407753,"24473","B5","G6350","S"
866,0.916005,"24415","B5","G6350","S"
867,66.581490,"24416","B5","G6350","S"
868,19.600473,"24555","B5","G6350","S"
869,27.023733,"24435","B5","G6350","S"
870,4.867149,"22480","B5","G6350","S"
871,90.048134,"22503","B5","G6350","S"
872,1.709434,"22507","B5","G6350","S"
873,28.877157,"22482","B5","G6350","S"
874,18.035254,"22578","B5","G6350","S"
875,10.719630,"22576","B5","G6350","S"
876,9.476533,"20143","B5","G6350","S"
877,21.436077,"22192","B5","G6350","S"
878,15.536902,"22026","B5","G6350","S"
879,16.851238,"20111","B5","G6350","S"
880,12.650348,"20110","B5","G6350","S"
881,18.207214,"22193","B5","G6350","S"
882,16.807116,"22191","B5","G6350","S"
883,58.631187,"22134","B5","G6350","S"
884,45.650719,"22172","B5","G6350","S"
885,2.586674,"221HH","B5","G6350","S"
886,16.768774,"20136","B5","G6350","S"
887,25.493166,"20155","B5","G6350","S"
888,0.059893,"22125","B5","G6350","S"
889,20.042515,"20109","B5","G6350","S"
890,34.209377,"20112","B5","G6350","S"
891,32.210773,"20169","B5","G6350","S"
892,17.820374,"24282","B5","G6350","S"
893,25.349424,"23405","B5","G6350","S"
894,5.976476,"23354","B5","G6350","S"
895,113.592628,"23310","B5","G6350","S"
896,7.828181,"23307","B5","G6350","S"
897,1.126409,"23347","B5","G6350","S"
898,0.194055,"23316","B5","G6350","S"
899,30.981762,"23350","B5","G6350","S"
900,25.635273,"23413","B5","G6350","S"
901,44.741024,"23860","B5","G6350","S"
902,31.773270,"23875","B5","G6350","S"
903,8.998401,"23801","B5","G6350","S"
904,87.515587,"22851","B5","G6350","S"
905,129.888397,"22835","B5","G6350","S"
906,33.018372,"22849","B5","G6350","S"
907,142.758774,"22827","B5","G6350","S"
908,30.783501,"22650","B5","G6350","S"
909,0.093682,"24020","B5","G6350","S"
910,13.891830,"24059","B5","G6350","S"
911,40.064259,"22747","B5","G6350","S"
912,24.089657,"22627","B5","G6350","S"
913,34.334415,"22716","B5","G6350","S"
914,21.113676,"22640","B5","G6350","S"
915,20.654453,"22749","B5","G6350","S"
916,15.386443,"23662","B5","G6350","S"
917,35.153038,"20105","B5","G6350","S"
918,9.178539,"20148","B5","G6350","S"
919,0.200281,"217HH","B5","G6350","S"
920,22.797262,"20141","B5","G6350","S"
921,7.300044,"20164","B5","G6350","S"
922,44.781506,"20180","B5","G6350","S"
923,29.661093,"20152","B5","G6350","S"
924,65.536163,"20175","B5","G6350","S"
925,57.260693,"20176","B5","G6350","S"
926,15.831455,"20166","B5","G6350","S"
927,10.053158,"20165","B5","G6350","S"
928,86.948059,"20132","B5","G6350","S"
929,13.369802,"20197","B5","G6350","S"
930,28.112654,"20147","B5","G6350","S"
931,1.549094,"20129","B5","G6350","S"
932,13.337636,"20158","B5","G6350","S"
933,30.975365,"23168","B5","G6350","S"
934,174.884567,"24465","B5","G6350","S"
935,63.994007,"24442","B5","G6350","S"
936,37.045513,"24413","B5","G6350","S"
937,90.829124,"24458","B5","G6350","S"
938,15.400872,"24433","B5","G6350","S"
939,3.218028,"22954","B5","G6350","S"
940,37.783951,"22976","B5","G6350","S"
941,68.269928,"22971","B5","G6350","S"
942,3.031945,"24581","B5","G6350","S"
943,19.074350,"24464","B5","G6350","S"
944,2.311975,"22964","B5","G6350","S"
945,41.072750,"22949","B5","G6350","S"
946,137.985977,"24210","B5","G6350","S"
947,136.169617,"24202","B5","G6350","S"
948,10.058254,"24201","B5","G6350","S"
949,52.609360,"22610","B5","G6350","S"
950,13.300849,"23602","B5","G6350","S"
951,5.561047,"23607","B5","G6350","S"
952,9.566146,"23606","B5","G6350","S"
953,11.646557,"23604","B5","G6350","S"
954,9.954752,"23608","B5","G6350","S"
955,7.553007,"23601","B5","G6350","S"
956,7.228485,"23603","B5","G6350","S"
957,8.457777,"23518","B5","G6350","S"
958,4.118976,"23504","B5","G6350","S"
959,1.184383,"23510","B5","G6350","S"
960,7.985633,"23505","B5","G6350","S"
961,9.589802,"23503","B5","G6350","S"
962,2.572040,"23509","B5","G6350","S"
963,2.148072,"23523","B5","G6350","S"
964,0.820869,"23517","B5","G6350","S"
965,2.885628,"23508","B5","G6350","S"
966,8.553501,"23502","B5","G6350","S"
967,4.977327,"23513","B5","G6350","S"
968,1.524778,"23507","B5","G6350","S"
969,31.529932,"24377","B5","G6350","S"
970,24.184385,"24637","B5","G6350","S"
971,8.103063,"24601","B5","G6350","S"
972,141.509232,"24651","B5","G6350","S"
973,74.395248,"24605","B5","G6350","S"
974,21.765488,"24641","B5","G6350","S"
975,5.101956,"24635","B5","G6350","S"
976,4.987951,"24606","B5","G6350","S"
977,3.704942,"24604","B5","G6350","S"
978,37.530117,"24602","B5","G6350","S"
979,1.002012,"24612","B5","G6350","S"
980,16.527378,"24613","B5","G6350","S"
981,51.411514,"24630","B5","G6350","S"
982,7.700562,"24290","B5","G6350","S"
983,115.779350,"24251","B5","G6350","S"
984,63.424770,"24245","B5","G6350","S"
985,0.273716,"37642","B5","G6350","S"
986,32.604988,"24258","B5","G6350","S"
987,62.304714,"24271","B5","G6350","S"
988,56.718903,"24250","B5","G6350","S"
989,0.000801,"272HH","B5","G6350","S"
990,0.000427,"273HH","B5","G6350","S"
991,0.027612,"27862","B5","G6350","S"
992,0.003895,"27876","B5","G6350","S"
993,0.024366,"27866","B5","G6350","S"
994,0.002557,"27853","B5","G6350","S"
995,0.000999,"27831","B5","G6350","S"
996,0.022547,"27832","B5","G6350","S"
997,0.003863,"27551","B5","G6350","S"
998,0.005917,"27589","B5","G6350","S"
999,0.000811,"27536","B5","G6350","S"
1000,0.032123,"27842","B5","G6350","S"
1001,0.013983,"27850","B5","G6350","S"
1002,0.000399,"27563","B5","G6350","S"
1003,0.008777,"27553","B5","G6350","S"
1004,0.005856,"279HH","B5","G6350","S"
1005,0.053395,"27288","B5","G6350","S"
1006,0.002539,"27311","B5","G6350","S"
1007,0.003570,"27326","B5","G6350","S"
1008,0.002638,"278HH","B5","G6350","S"
1009,0.000141,"275HH","B5","G6350","S"
1010,0.003033,"27573","B5","G6350","S"
1011,0.003250,"27565","B5","G6350","S"
1012,0.020807,"27507","B5","G6350","S"
1013,0.010197,"27976","B5","G6350","S"
1014,0.000295,"27315","B5","G6350","S"
1015,0.001885,"27343","B5","G6350","S"
1016,0.001341,"27305","B5","G6350","S"
1017,0.022688,"27818","B5","G6350","S"
1018,0.002649,"27927","B5","G6350","S"
1019,0.006634,"27950","B5","G6350","S"
1020,0.000794,"27958","B5","G6350","S"
1021,0.008540,"27926","B5","G6350","S"
1022,0.007931,"27937","B5","G6350","S"
1023,0.004895,"28663","B5","G6350","S"
1024,0.003596,"27024","B5","G6350","S"
1025,0.000976,"28623","B5","G6350","S"
1026,0.045205,"28675","B5","G6350","S"
1027,0.005579,"27022","B5","G6350","S"
1028,0.013140,"27030","B5","G6350","S"
1029,0.010443,"28631","B5","G6350","S"
1030,0.013185,"28643","B5","G6350","S"
1031,0.038213,"20693","B5","G6350","S"
1032,0.000254,"20664","B5","G6350","S"
1033,0.313080,"206HH","B5","G6350","S"
1034,0.041282,"20680","B5","G6350","S"
1035,0.077930,"218HH","B5","G6350","S"
1036,0.004314,"21758","B5","G6350","S"
1037,0.000007,"37617","B5","G6350","S"
1038,0.022866,"37620","B5","G6350","S"
1039,0.016193,"37660","B5","G6350","S"
1040,0.041122,"203XX","B5","G6350","S"
1041,0.122713,"207HH","B5","G6350","S"
1042,0.002149,"20024","B5","G6350","S"
1043,0.101053,"200HH","B5","G6350","S"
1044,0.004224,"21838","B5","G6350","S"
1045,0.004380,"21824","B5","G6350","S"
1046,0.008424,"21790","B5","G6350","S"
1047,0.008186,"21777","B5","G6350","S"
1048,0.397939,"208HH","B5","G6350","S"
1049,0.001175,"20854","B5","G6350","S"
1050,0.000507,"21851","B5","G6350","S"
1051,0.001117,"21864","B5","G6350","S"
1052,0.005284,"37869","B5","G6350","S"
1053,0.006408,"37879","B5","G6350","S"
1054,0.009242,"37752","B5","G6350","S"
1055,0.005238,"37724","B5","G6350","S"
1056,0.000327,"37731","B5","G6350","S"
1057,0.012421,"37765","B5","G6350","S"
1058,0.000794,"37873","B5","G6350","S"
1059,0.001574,"37683","B5","G6350","S"
1060,0.003244,"37680","B5","G6350","S"
