"","State","Base.Year","JCTC_Dum","ITC_Dum","RDC_Dum","PTA_Dum","CJTS_Dum","JCTC_DumState","ITC_DumState","RDC_DumState","PTA_DumState","CJTS_DumState"
"435","DC",2003,0,0,0,45,0,0,0,0,1,0
"436","FL",2003,31,31,0,0,31,1,1,0,0,1
"437","GA",2003,31,0,7,0,31,1,0,1,0,1
"438","IA",2003,25,31,43,45,31,1,1,1,1,1
"439","IL",2003,31,32,15,19,31,1,1,1,1,1
"440","IN",2003,31,31,43,19,31,1,1,1,1,1
"441","KY",2003,0,31,0,19,31,0,1,0,1,1
"442","LA",2003,31,31,45,19,0,1,1,1,1,0
"443","MA",2003,0,19,43,0,45,0,1,1,0,1
"444","MD",2003,31,0,45,0,0,1,0,1,0,0
"445","MI",2003,31,45,0,31,19,1,1,0,1,1
"446","MN",2003,0,0,30,0,45,0,0,1,0,1
"447","MO",2003,0,0,41,0,45,0,0,1,0,1
"448","NC",2003,31,31,30,0,19,1,1,1,0,1
"449","NE",2003,30,31,0,0,31,1,1,0,0,1
"450","NJ",2003,31,19,43,0,31,1,1,1,0,1
"451","NM",2003,0,19,45,31,31,0,1,1,1,1
"452","NV",2003,0,0,0,31,45,0,0,0,1,1
"453","NY",2003,45,31,0,31,0,1,1,0,1,0
"454","OH",2003,31,19,0,45,0,1,1,0,1,0
"455","OR",2003,0,0,43,0,0,0,0,1,0,0
"456","PA",2003,45,0,30,45,31,1,0,1,1,1
"457","SC",2003,31,31,45,19,31,1,1,1,1,1
"458","TN",2003,31,19,0,0,31,1,1,0,0,1
"459","TX",2003,0,0,43,45,32,0,0,1,1,1
"460","VA",2003,31,0,0,0,31,1,0,0,0,1
"461","WA",2003,0,0,26,0,45,0,0,1,0,1
"462","WI",2003,0,0,43,0,0,0,0,1,0,0
"463","AL",2004,0,31,0,31,19,0,1,0,1,1
"464","AZ",2004,0,0,43,0,45,0,0,1,0,1
"465","CA",2004,0,0,43,0,31,0,0,1,0,1
"466","CO",2004,0,0,0,0,31,0,0,0,0,1
"467","CT",2004,0,45,43,19,0,0,1,1,1,0
"468","DC",2004,0,0,0,45,0,0,0,0,1,0
"469","FL",2004,31,31,0,0,31,1,1,0,0,1
"470","GA",2004,31,0,7,0,31,1,0,1,0,1
"471","IA",2004,25,31,43,45,31,1,1,1,1,1
"472","IL",2004,31,32,15,19,31,1,1,1,1,1
"473","IN",2004,31,31,43,19,31,1,1,1,1,1
"474","KY",2004,0,31,0,19,31,0,1,0,1,1
"475","LA",2004,31,31,45,19,0,1,1,1,1,0
"476","MA",2004,0,19,43,0,45,0,1,1,0,1
"477","MD",2004,31,0,45,0,0,1,0,1,0,0
"478","MI",2004,31,45,0,31,19,1,1,0,1,1
"479","MN",2004,0,0,30,0,45,0,0,1,0,1
"480","MO",2004,0,0,41,0,45,0,0,1,0,1
"481","NC",2004,31,31,43,0,19,1,1,1,0,1
"482","NE",2004,30,31,0,0,31,1,1,0,0,1
"483","NJ",2004,31,19,43,0,31,1,1,1,0,1
"484","NM",2004,31,19,45,31,31,1,1,1,1,1
"485","NV",2004,0,0,0,31,45,0,0,0,1,1
"486","NY",2004,45,31,0,31,0,1,1,0,1,0
"487","OH",2004,31,19,43,45,0,1,1,1,1,0
"488","OR",2004,0,0,43,0,0,0,0,1,0,0
"489","PA",2004,45,0,30,45,31,1,0,1,1,1
"490","SC",2004,31,31,45,19,31,1,1,1,1,1
"491","TN",2004,31,19,0,0,31,1,1,0,0,1
"492","TX",2004,31,0,43,45,32,1,0,1,1,1
"493","VA",2004,31,0,0,0,31,1,0,0,0,1
"494","WA",2004,0,0,26,1,45,0,0,1,1,1
"495","WI",2004,0,0,43,0,0,0,0,1,0,0
"496","AL",2005,0,31,0,31,19,0,1,0,1,1
"497","AZ",2005,0,0,43,0,45,0,0,1,0,1
"498","CA",2005,0,0,43,0,31,0,0,1,0,1
"499","CO",2005,0,0,0,0,31,0,0,0,0,1
"500","CT",2005,0,45,43,19,0,0,1,1,1,0
"501","DC",2005,0,0,0,45,0,0,0,0,1,0
"502","FL",2005,31,31,0,0,31,1,1,0,0,1
"503","GA",2005,31,0,7,0,31,1,0,1,0,1
"504","IA",2005,25,31,43,45,31,1,1,1,1,1
"505","IL",2005,31,32,15,19,31,1,1,1,1,1
"506","IN",2005,31,31,43,19,31,1,1,1,1,1
"507","KY",2005,0,31,0,19,31,0,1,0,1,1
"508","LA",2005,31,31,45,19,0,1,1,1,1,0
"509","MA",2005,0,19,43,0,45,0,1,1,0,1
"510","MD",2005,31,0,45,0,0,1,0,1,0,0
"511","MI",2005,31,45,0,31,19,1,1,0,1,1
"512","MN",2005,0,0,30,0,45,0,0,1,0,1
"513","MO",2005,0,0,0,0,45,0,0,0,0,1
"514","NC",2005,31,31,43,0,19,1,1,1,0,1
"515","NE",2005,30,31,0,0,31,1,1,0,0,1
"516","NJ",2005,31,19,43,0,31,1,1,1,0,1
"517","NM",2005,31,19,45,31,31,1,1,1,1,1
"518","NV",2005,0,0,0,31,45,0,0,0,1,1
"519","NY",2005,45,31,0,31,0,1,1,0,1,0
"520","OH",2005,31,19,43,45,0,1,1,1,1,0
"521","OR",2005,0,0,43,0,0,0,0,1,0,0
"522","PA",2005,45,0,30,45,31,1,0,1,1,1
"523","SC",2005,31,31,45,19,31,1,1,1,1,1
"524","TN",2005,31,19,0,0,31,1,1,0,0,1
"525","TX",2005,31,0,43,45,32,1,0,1,1,1
"526","VA",2005,31,0,0,0,31,1,0,0,0,1
"527","WA",2005,0,0,26,1,45,0,0,1,1,1
"528","WI",2005,0,0,43,0,0,0,0,1,0,0
"529","AL",2006,0,31,0,31,19,0,1,0,1,1
"530","AZ",2006,0,0,43,0,45,0,0,1,0,1
"531","CA",2006,0,0,43,0,31,0,0,1,0,1
"532","CO",2006,0,0,0,0,31,0,0,0,0,1
"533","CT",2006,31,45,43,19,0,1,1,1,1,0
"534","DC",2006,0,0,0,45,0,0,0,0,1,0
"535","FL",2006,31,31,0,0,31,1,1,0,0,1
"536","GA",2006,31,0,7,0,31,1,0,1,0,1
"537","IA",2006,25,31,43,45,31,1,1,1,1,1
"538","IL",2006,31,32,15,19,31,1,1,1,1,1
"539","IN",2006,31,31,43,19,31,1,1,1,1,1
"540","KY",2006,0,31,0,19,31,0,1,0,1,1
"541","LA",2006,31,31,45,19,0,1,1,1,1,0
"542","MA",2006,0,19,43,0,45,0,1,1,0,1
"543","MD",2006,31,0,45,0,0,1,0,1,0,0
"544","MI",2006,31,45,0,31,19,1,1,0,1,1
"545","MN",2006,0,0,30,0,45,0,0,1,0,1
"546","MO",2006,31,0,0,0,45,1,0,0,0,1
"547","NC",2006,31,31,43,0,19,1,1,1,0,1
"548","NE",2006,31,31,21,0,31,1,1,1,0,1
"549","NJ",2006,31,19,43,0,31,1,1,1,0,1
"550","NM",2006,31,19,45,31,31,1,1,1,1,1
"551","NV",2006,0,0,0,31,45,0,0,0,1,1
"552","NY",2006,45,31,0,31,0,1,1,0,1,0
"553","OH",2006,31,0,43,45,0,1,0,1,1,0
"554","OR",2006,0,0,43,0,0,0,0,1,0,0
"555","PA",2006,45,0,30,45,31,1,0,1,1,1
"556","SC",2006,31,31,45,19,31,1,1,1,1,1
"557","TN",2006,31,19,0,0,31,1,1,0,0,1
"558","TX",2006,31,0,43,45,32,1,0,1,1,1
"559","VA",2006,31,0,0,0,31,1,0,0,0,1
"560","WA",2006,0,0,26,1,45,0,0,1,1,1
"561","WI",2006,0,0,43,0,0,0,0,1,0,0
"562","AL",2007,0,31,0,31,19,0,1,0,1,1
"563","AZ",2007,0,0,43,0,45,0,0,1,0,1
"564","CA",2007,0,0,43,0,31,0,0,1,0,1
"565","CO",2007,0,0,0,0,31,0,0,0,0,1
"566","CT",2007,31,45,43,19,0,1,1,1,1,0
"567","DC",2007,0,0,0,45,0,0,0,0,1,0
"568","FL",2007,31,31,0,0,31,1,1,0,0,1
"569","GA",2007,31,0,7,0,31,1,0,1,0,1
"570","IA",2007,24,31,43,45,31,1,1,1,1,1
"571","IL",2007,31,32,15,19,31,1,1,1,1,1
"572","IN",2007,31,31,43,19,31,1,1,1,1,1
"573","KY",2007,0,31,0,19,31,0,1,0,1,1
"574","LA",2007,31,31,45,19,0,1,1,1,1,0
"575","MA",2007,0,19,43,0,45,0,1,1,0,1
"576","MD",2007,31,0,45,0,0,1,0,1,0,0
"577","MI",2007,31,45,0,31,19,1,1,0,1,1
"578","MN",2007,0,0,30,0,45,0,0,1,0,1
"579","MO",2007,31,0,0,0,45,1,0,0,0,1
"580","NC",2007,31,31,43,0,19,1,1,1,0,1
"581","NE",2007,31,31,21,0,31,1,1,1,0,1
"582","NJ",2007,31,19,43,0,31,1,1,1,0,1
"583","NM",2007,31,19,45,31,31,1,1,1,1,1
"584","NV",2007,0,0,0,31,45,0,0,0,1,1
"585","NY",2007,45,31,0,31,0,1,1,0,1,0
"586","OH",2007,31,0,43,45,0,1,0,1,1,0
"587","OR",2007,0,0,43,0,0,0,0,1,0,0
"588","PA",2007,45,0,30,45,31,1,0,1,1,1
"589","SC",2007,31,31,45,19,31,1,1,1,1,1
"590","TN",2007,31,19,0,0,31,1,1,0,0,1
"591","TX",2007,31,0,43,45,32,1,0,1,1,1
"592","VA",2007,31,0,0,0,31,1,0,0,0,1
"593","WA",2007,0,0,26,0,45,0,0,1,0,1
"594","WI",2007,0,0,43,0,0,0,0,1,0,0
"595","AL",2008,0,31,0,31,19,0,1,0,1,1
"596","AZ",2008,0,0,43,0,45,0,0,1,0,1
"597","CA",2008,0,0,43,0,31,0,0,1,0,1
"598","CO",2008,0,0,0,0,31,0,0,0,0,1
"599","CT",2008,31,45,43,19,0,1,1,1,1,0
"600","DC",2008,0,0,0,45,0,0,0,0,1,0
"601","FL",2008,31,31,0,0,31,1,1,0,0,1
"602","GA",2008,31,0,7,0,31,1,0,1,0,1
"603","IA",2008,24,31,43,45,31,1,1,1,1,1
"604","IL",2008,31,32,15,19,31,1,1,1,1,1
"605","IN",2008,31,31,43,19,31,1,1,1,1,1
"606","KY",2008,0,31,0,19,31,0,1,0,1,1
"607","LA",2008,31,31,45,19,31,1,1,1,1,1
"608","MA",2008,0,19,43,0,45,0,1,1,0,1
"609","MD",2008,31,0,45,0,0,1,0,1,0,0
"610","MI",2008,45,40,43,31,19,1,1,1,1,1
"611","MN",2008,0,0,30,0,45,0,0,1,0,1
"612","MO",2008,31,0,0,0,45,1,0,0,0,1
"613","NC",2008,31,31,43,0,19,1,1,1,0,1
"614","NE",2008,31,31,21,0,31,1,1,1,0,1
"615","NJ",2008,31,19,43,0,31,1,1,1,0,1
"616","NM",2008,31,19,45,31,31,1,1,1,1,1
"617","NV",2008,0,0,0,31,45,0,0,0,1,1
"618","NY",2008,45,31,0,32,0,1,1,0,1,0
"619","OH",2008,31,0,43,45,0,1,0,1,1,0
"620","OR",2008,0,0,43,0,0,0,0,1,0,0
"621","PA",2008,45,0,30,45,31,1,0,1,1,1
"622","SC",2008,31,31,45,19,31,1,1,1,1,1
"623","TN",2008,31,19,0,0,31,1,1,0,0,1
"624","TX",2008,31,0,0,45,32,1,0,0,1,1
"625","VA",2008,31,0,0,0,31,1,0,0,0,1
"626","WA",2008,0,0,26,0,45,0,0,1,0,1
"627","WI",2008,0,0,43,0,0,0,0,1,0,0
"628","AL",2009,0,31,0,31,19,0,1,0,1,1
"629","AZ",2009,0,0,43,0,45,0,0,1,0,1
"630","CA",2009,0,0,43,0,31,0,0,1,0,1
"631","CO",2009,31,0,0,0,31,1,0,0,0,1
"632","CT",2009,31,45,43,19,0,1,1,1,1,0
"633","DC",2009,0,0,0,45,0,0,0,0,1,0
"634","FL",2009,31,31,0,0,31,1,1,0,0,1
"635","GA",2009,31,0,7,0,31,1,0,1,0,1
"636","IA",2009,24,31,43,45,31,1,1,1,1,1
"637","IL",2009,31,32,15,19,31,1,1,1,1,1
"638","IN",2009,31,31,43,19,31,1,1,1,1,1
"639","KY",2009,0,31,0,19,31,0,1,0,1,1
"640","LA",2009,31,31,45,19,31,1,1,1,1,1
"641","MA",2009,0,19,43,0,45,0,1,1,0,1
"642","MD",2009,31,0,45,0,0,1,0,1,0,0
"643","MI",2009,45,40,44,31,19,1,1,1,1,1
"644","MN",2009,0,0,30,0,45,0,0,1,0,1
"645","MO",2009,31,0,0,0,45,1,0,0,0,1
"646","NC",2009,31,31,43,0,19,1,1,1,0,1
"647","NE",2009,31,31,21,0,31,1,1,1,0,1
"648","NJ",2009,31,19,43,0,31,1,1,1,0,1
"649","NM",2009,31,19,45,31,31,1,1,1,1,1
"650","NV",2009,0,0,0,31,45,0,0,0,1,1
"651","NY",2009,45,31,0,32,0,1,1,0,1,0
"652","OH",2009,31,0,43,45,0,1,0,1,1,0
"653","OR",2009,0,0,43,0,0,0,0,1,0,0
"654","PA",2009,45,0,30,45,31,1,0,1,1,1
"655","SC",2009,31,31,45,19,31,1,1,1,1,1
"656","TN",2009,31,19,0,0,31,1,1,0,0,1
"657","TX",2009,31,0,0,45,32,1,0,0,1,1
"658","VA",2009,31,0,0,0,31,1,0,0,0,1
"659","WA",2009,0,0,26,0,45,0,0,1,0,1
"660","WI",2009,31,31,43,0,0,1,1,1,0,0
"661","AL",2010,0,31,0,31,19,0,1,0,1,1
"662","AZ",2010,0,0,43,0,45,0,0,1,0,1
"663","CA",2010,0,0,43,0,31,0,0,1,0,1
"664","CO",2010,31,0,0,0,31,1,0,0,0,1
"665","CT",2010,31,45,43,19,0,1,1,1,1,0
"666","DC",2010,0,0,0,45,0,0,0,0,1,0
"667","FL",2010,31,31,0,0,31,1,1,0,0,1
"668","GA",2010,31,0,7,0,31,1,0,1,0,1
"669","IA",2010,24,31,43,45,31,1,1,1,1,1
"670","IL",2010,31,32,15,19,31,1,1,1,1,1
"671","IN",2010,31,31,45,19,31,1,1,1,1,1
"672","KY",2010,0,31,0,19,31,0,1,0,1,1
"673","LA",2010,31,31,45,19,31,1,1,1,1,1
"674","MA",2010,0,19,43,0,45,0,1,1,0,1
"675","MD",2010,31,0,45,0,0,1,0,1,0,0
"676","MI",2010,45,40,44,31,19,1,1,1,1,1
"677","MN",2010,0,0,0,0,45,0,0,0,0,1
"678","MO",2010,31,0,0,0,45,1,0,0,0,1
"679","NC",2010,31,31,43,0,19,1,1,1,0,1
"680","NE",2010,31,31,21,0,31,1,1,1,0,1
"681","NJ",2010,31,19,43,0,31,1,1,1,0,1
"682","NM",2010,31,19,45,31,31,1,1,1,1,1
"683","NV",2010,0,0,0,31,45,0,0,0,1,1
"684","NY",2010,31,31,27,32,0,1,1,1,1,0
"685","OH",2010,31,0,43,45,0,1,0,1,1,0
"686","OR",2010,0,0,43,0,0,0,0,1,0,0
"687","PA",2010,45,0,30,45,31,1,0,1,1,1
"688","SC",2010,31,31,45,19,31,1,1,1,1,1
"689","TN",2010,31,19,0,31,31,1,1,0,1,1
"690","TX",2010,31,0,0,45,32,1,0,0,1,1
"691","VA",2010,31,0,0,0,31,1,0,0,0,1
"692","WA",2010,0,0,26,0,45,0,0,1,0,1
"693","WI",2010,31,31,43,0,0,1,1,1,0,0
"694","AL",2011,0,31,0,31,19,0,1,0,1,1
"695","AZ",2011,31,0,43,0,45,1,0,1,0,1
"696","CA",2011,0,0,43,0,31,0,0,1,0,1
"697","CO",2011,31,0,0,0,31,1,0,0,0,1
"698","CT",2011,31,45,43,19,0,1,1,1,1,0
"699","DC",2011,0,0,0,45,0,0,0,0,1,0
"700","FL",2011,31,31,0,31,31,1,1,0,1,1
"701","GA",2011,31,0,7,0,31,1,0,1,0,1
"702","IA",2011,24,31,43,45,31,1,1,1,1,1
"703","IL",2011,31,32,18,19,31,1,1,1,1,1
"704","IN",2011,31,31,45,19,31,1,1,1,1,1
"705","KY",2011,0,31,0,19,31,0,1,0,1,1
"706","LA",2011,31,31,45,19,31,1,1,1,1,1
"707","MA",2011,0,19,43,0,45,0,1,1,0,1
"708","MD",2011,31,0,45,0,0,1,0,1,0,0
"709","MI",2011,45,40,44,31,19,1,1,1,1,1
"710","MN",2011,0,0,30,0,45,0,0,1,0,1
"711","MO",2011,31,0,0,0,45,1,0,0,0,1
"712","NC",2011,31,31,43,0,19,1,1,1,0,1
"713","NE",2011,31,31,21,0,31,1,1,1,0,1
"714","NJ",2011,31,19,43,0,31,1,1,1,0,1
"715","NM",2011,31,19,45,31,31,1,1,1,1,1
"716","NV",2011,0,0,0,31,45,0,0,0,1,1
"717","NY",2011,31,31,27,32,0,1,1,1,1,0
"718","OH",2011,31,0,43,45,0,1,0,1,1,0
"719","OR",2011,31,0,43,0,0,1,0,1,0,0
"720","PA",2011,45,0,30,45,31,1,0,1,1,1
"721","SC",2011,31,31,45,19,31,1,1,1,1,1
"722","TN",2011,31,19,0,31,31,1,1,0,1,1
"723","TX",2011,31,0,0,45,32,1,0,0,1,1
"724","VA",2011,31,0,0,0,31,1,0,0,0,1
"725","WA",2011,0,0,26,0,45,0,0,1,0,1
"726","WI",2011,30,31,45,0,0,1,1,1,0,0
"727","AL",2012,0,31,0,31,19,0,1,0,1,1
"728","AZ",2012,31,0,43,0,45,1,0,1,0,1
"729","CA",2012,0,0,43,0,31,0,0,1,0,1
"730","CO",2012,31,0,0,0,31,1,0,0,0,1
"731","CT",2012,31,45,43,19,0,1,1,1,1,0
"732","DC",2012,0,0,0,45,0,0,0,0,1,0
"733","FL",2012,31,31,43,31,31,1,1,1,1,1
"734","GA",2012,31,0,7,0,31,1,0,1,0,1
"735","IA",2012,24,31,43,45,31,1,1,1,1,1
"736","IL",2012,31,32,18,19,31,1,1,1,1,1
"737","IN",2012,31,31,45,19,31,1,1,1,1,1
"738","KY",2012,0,31,0,19,31,0,1,0,1,1
"739","LA",2012,31,31,45,19,31,1,1,1,1,1
"740","MA",2012,0,19,43,0,45,0,1,1,0,1
"741","MD",2012,31,0,45,0,0,1,0,1,0,0
"742","MI",2012,31,0,0,31,19,1,0,0,1,1
"743","MN",2012,0,0,30,0,45,0,0,1,0,1
"744","MO",2012,31,0,0,0,45,1,0,0,0,1
"745","NC",2012,31,31,43,0,19,1,1,1,0,1
"746","NE",2012,31,31,30,0,31,1,1,1,0,1
"747","NJ",2012,31,19,43,0,31,1,1,1,0,1
"748","NM",2012,31,19,45,31,31,1,1,1,1,1
"749","NV",2012,0,0,0,31,45,0,0,0,1,1
"750","NY",2012,31,31,27,32,0,1,1,1,1,0
"751","OH",2012,31,0,43,45,0,1,0,1,1,0
"752","OR",2012,31,0,43,0,0,1,0,1,0,0
"753","PA",2012,45,0,30,45,31,1,0,1,1,1
"754","SC",2012,31,31,45,19,31,1,1,1,1,1
"755","TN",2012,31,19,0,31,31,1,1,0,1,1
"756","TX",2012,31,0,0,45,32,1,0,0,1,1
"757","VA",2012,31,0,0,0,31,1,0,0,0,1
"758","WA",2012,0,0,26,0,45,0,0,1,0,1
"759","WI",2012,29,31,45,0,0,1,1,1,0,0
"760","AL",2013,0,31,0,31,19,0,1,0,1,1
"761","AZ",2013,19,12,43,0,45,1,1,1,0,1
"762","CA",2013,0,0,43,0,31,0,0,1,0,1
"763","CO",2013,31,0,0,0,31,1,0,0,0,1
"764","CT",2013,31,45,43,19,0,1,1,1,1,0
"765","DC",2013,0,0,0,45,0,0,0,0,1,0
"766","FL",2013,31,31,43,31,31,1,1,1,1,1
"767","GA",2013,31,0,7,0,31,1,0,1,0,1
"768","IA",2013,24,31,43,45,31,1,1,1,1,1
"769","IL",2013,31,32,18,19,31,1,1,1,1,1
"770","IN",2013,31,31,45,19,31,1,1,1,1,1
"771","KY",2013,0,31,0,19,31,0,1,0,1,1
"772","LA",2013,31,31,45,19,31,1,1,1,1,1
"773","MA",2013,0,19,43,0,45,0,1,1,0,1
"774","MD",2013,31,0,45,0,0,1,0,1,0,0
"775","MI",2013,31,0,0,31,19,1,0,0,1,1
"776","MN",2013,0,0,30,0,45,0,0,1,0,1
"777","MO",2013,31,0,0,0,45,1,0,0,0,1
"778","NC",2013,31,31,43,0,19,1,1,1,0,1
"779","NE",2013,31,31,30,0,31,1,1,1,0,1
"780","NJ",2013,31,19,43,0,31,1,1,1,0,1
"781","NM",2013,31,19,45,31,31,1,1,1,1,1
"782","NV",2013,0,0,0,31,45,0,0,0,1,1
"783","NY",2013,31,31,27,32,0,1,1,1,1,0
"784","OH",2013,31,0,43,45,0,1,0,1,1,0
"785","OR",2013,31,0,43,0,0,1,0,1,0,0
"786","PA",2013,45,0,30,45,31,1,0,1,1,1
"787","SC",2013,31,31,45,19,31,1,1,1,1,1
"788","TN",2013,31,19,0,31,31,1,1,0,1,1
"789","TX",2013,31,0,0,45,32,1,0,0,1,1
"790","VA",2013,31,0,0,0,31,1,0,0,0,1
"791","WA",2013,0,0,26,0,45,0,0,1,0,1
"792","WI",2013,29,30,45,0,0,1,1,1,0,0
"793","AL",2014,0,31,0,31,19,0,1,0,1,1
"794","AZ",2014,19,12,43,0,45,1,1,1,0,1
"795","CA",2014,0,0,43,0,31,0,0,1,0,1
"796","CO",2014,31,0,0,0,31,1,0,0,0,1
"797","CT",2014,0,45,43,19,0,0,1,1,1,0
"798","DC",2014,0,0,0,45,0,0,0,0,1,0
"799","FL",2014,31,31,43,31,31,1,1,1,1,1
"800","GA",2014,31,0,7,0,31,1,0,1,0,1
"801","IA",2014,24,31,43,45,31,1,1,1,1,1
"802","IL",2014,31,32,18,19,31,1,1,1,1,1
"803","IN",2014,31,31,45,19,31,1,1,1,1,1
"804","KY",2014,0,31,0,19,31,0,1,0,1,1
"805","LA",2014,31,31,45,19,31,1,1,1,1,1
"806","MA",2014,0,19,43,0,45,0,1,1,0,1
"807","MD",2014,31,0,45,0,0,1,0,1,0,0
"808","MI",2014,31,0,0,31,19,1,0,0,1,1
"809","MN",2014,31,31,30,0,45,1,1,1,0,1
"810","MO",2014,31,0,0,0,45,1,0,0,0,1
"811","NC",2014,31,0,43,0,19,1,0,1,0,1
"812","NE",2014,31,31,30,0,31,1,1,1,0,1
"813","NJ",2014,31,19,43,0,31,1,1,1,0,1
"814","NM",2014,31,19,45,31,31,1,1,1,1,1
"815","NV",2014,0,0,0,31,45,0,0,0,1,1
"816","NY",2014,31,31,27,31,0,1,1,1,1,0
"817","OH",2014,31,0,43,45,0,1,0,1,1,0
"818","OR",2014,31,0,43,0,0,1,0,1,0,0
"819","PA",2014,45,0,30,45,31,1,0,1,1,1
"820","SC",2014,31,31,45,19,31,1,1,1,1,1
"821","TN",2014,31,19,0,31,31,1,1,0,1,1
"822","TX",2014,31,0,45,45,32,1,0,1,1,1
"823","VA",2014,31,0,0,0,31,1,0,0,0,1
"824","WA",2014,0,0,26,0,45,0,0,1,0,1
"825","WI",2014,31,31,43,0,31,1,1,1,0,1
"826","AL",2015,0,31,0,31,19,0,1,0,1,1
"827","AZ",2015,19,12,43,0,45,1,1,1,0,1
"828","CA",2015,0,0,43,0,31,0,0,1,0,1
"829","CO",2015,31,0,0,0,31,1,0,0,0,1
"830","CT",2015,0,45,43,19,0,0,1,1,1,0
"831","DC",2015,0,0,0,45,0,0,0,0,1,0
"832","FL",2015,31,31,43,31,31,1,1,1,1,1
"833","GA",2015,31,0,7,0,31,1,0,1,0,1
"834","IA",2015,24,31,43,45,31,1,1,1,1,1
"835","IL",2015,31,32,18,19,31,1,1,1,1,1
"836","IN",2015,31,31,45,19,31,1,1,1,1,1
"837","KY",2015,0,31,0,19,31,0,1,0,1,1
"838","LA",2015,31,31,45,19,31,1,1,1,1,1
"839","MA",2015,0,19,43,0,45,0,1,1,0,1
"840","MD",2015,31,0,45,0,0,1,0,1,0,0
"841","MI",2015,31,0,0,31,19,1,0,0,1,1
"842","MN",2015,31,31,30,0,45,1,1,1,0,1
"843","MO",2015,31,0,0,0,45,1,0,0,0,1
"844","NC",2015,31,0,43,0,19,1,0,1,0,1
"845","NE",2015,31,31,30,0,31,1,1,1,0,1
"846","NJ",2015,31,19,43,0,31,1,1,1,0,1
"847","NM",2015,31,19,45,31,31,1,1,1,1,1
"848","NV",2015,0,0,0,31,45,0,0,0,1,1
"849","NY",2015,31,31,27,31,0,1,1,1,1,0
"850","OH",2015,31,0,43,45,0,1,0,1,1,0
"851","OR",2015,31,0,43,0,0,1,0,1,0,0
"852","PA",2015,45,0,30,45,31,1,0,1,1,1
"853","SC",2015,31,31,45,19,31,1,1,1,1,1
"854","TN",2015,31,19,0,31,31,1,1,0,1,1
"855","TX",2015,31,0,45,45,32,1,0,1,1,1
"856","VA",2015,31,0,0,0,31,1,0,0,0,1
"857","WA",2015,0,0,0,1,45,0,0,0,1,1
"858","WI",2015,31,31,43,0,31,1,1,1,0,1
